Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,,
4316,2.35,32.72%,0.0039,0.76892,0.006166212
4317,8.73,21.59%,0.007,1.884807,0.047916351
4318,8.97,27.57%,0.01,2.473029,0.06496971
4319,22.38,13.67%,0.0021,3.059346,0.0405733734
4320,2.02,7.95%,0.0056,0.16059,0.010412696
4321,0.15,3.08%,0.0007,0.00462,0.000101766
4322,9.16,12.46%,0.0028,1.141336,0.0224522592
4323,13.04,19.82%,0.0055,2.584528,0.057505096
4324,16.58,30.56%,0.0031,5.066848,0.0356907712
4325,0.01,14.86%,0.0066,0.001486,5.61924E-05
4326,19.39,17.52%,0.0005,3.397128,0.007996436
4327,17.29,12.09%,0.0023,2.090361,0.0349591697
4328,1.11,21.27%,0.0096,0.236097,0.0083894688
4329,1,29.58%,0.0021,0.2958,0.00147882
4330,11.52,18.48%,0.0062,2.128896,0.0582248448
4331,16.83,13.11%,0.0019,2.206413,0.0277848153
4332,8.27,10.90%,0.0064,0.90143,0.047158848
4333,1.7,8.28%,0.0001,0.14076,0.000155924
4334,21.57,23.77%,0.0049,5.127189,0.0805697739
4335,11.51,0.02%,0.0035,0.002302,0.040276943
4336,20.76,6.36%,0.0036,1.320336,0.0699827904
4337,21.16,23.35%,0.004,4.94086,0.06487656
4338,11.55,29.82%,0.0069,3.44421,0.055929951
4339,19.23,20.92%,0.0048,4.022916,0.0729940032
4340,9.85,12.31%,0.0035,1.212535,0.0302311275
4341,9.22,34.60%,0.0075,3.19012,0.0452241
4342,15.99,10.37%,0.0051,1.658163,0.0730923687
4343,17.41,13.52%,0.0072,2.353832,0.1084044096
4344,24.5,38.47%,0.0014,9.42515,0.02110479
4345,1.22,2.62%,0.0013,0.031964,0.0015444468
4346,22.22,28.74%,0.0056,6.386028,0.0886702432
4347,11.66,19.57%,0.0054,2.281862,0.0506419452
4348,6.59,37.70%,0.0038,2.48443,0.015601166
4349,1.66,33.44%,0.0074,0.555104,0.0081762304
4350,2.85,3.93%,0.0005,0.112005,0.0013689975
4351,19.03,28.00%,0.0089,5.3284,0.12194424
4352,16.26,29.32%,0.0061,4.767432,0.0701046648
4353,1.73,32.84%,0.0097,0.568132,0.0112701196
4354,4.82,28.54%,0.0043,1.375628,0.0148107996
4355,2.73,32.51%,0.0006,0.887523,0.0011054862
4356,15.63,26.66%,0.007,4.166958,0.080241294
4357,22.93,21.82%,0.0001,5.003326,0.0017926674
4358,3.39,2.45%,0.0032,0.083055,0.010582224
4359,11.16,18.72%,0.0019,2.089152,0.0172346112
4360,8.12,29.03%,0.0082,2.357236,0.0472546648
4361,12.57,4.93%,0.0051,0.619701,0.0609465249
4362,0.94,26.51%,0.0084,0.249194,0.0058027704
4363,2.61,39.82%,0.0093,1.039302,0.0146074914
4364,5.13,12.80%,0.0086,0.65664,0.038470896
4365,23.81,6.89%,0.0086,1.640509,0.1906576226
4366,20.27,15.28%,0.0006,3.097256,0.0103036464
4367,22.82,30.55%,0.0059,6.97151,0.093506091
4368,7.59,16.24%,0.0054,1.232616,0.0343298736
4369,20.65,27.38%,0.0018,5.65397,0.026992854
4370,17.92,21.66%,0.002,3.881472,0.028077056
4371,15.23,22.68%,0.0003,3.454164,0.0035327508
4372,18.46,37.66%,0.0083,6.952036,0.0955161012
4373,12.21,25.38%,0.0096,3.098898,0.0874665792
4374,22.8,31.41%,0.0048,7.16148,0.075064896
4375,12.92,23.07%,0.0046,2.980644,0.0457210376
4376,7.55,20.71%,0.0097,1.563605,0.0580680315
4377,24.96,16.00%,0.0011,3.9936,0.02306304
4378,13.17,21.96%,0.0053,2.892132,0.0544727004
4379,24.56,19.82%,0.0043,4.867792,0.0846764944
4380,17.04,18.91%,0.01,3.222264,0.13817736
4381,4.3,37.11%,0.0096,1.59573,0.025960992
4382,4.05,38.37%,0.0057,1.553985,0.0142272855
4383,6.54,26.75%,0.0059,1.74945,0.028264245
4384,24.03,21.69%,0.0089,5.212107,0.1674792477
4385,10.1,37.53%,0.003,3.79053,0.01892841
4386,20.32,4.15%,0.0023,0.84328,0.044796456
4387,14.28,5.95%,0.0082,0.84966,0.110128788
4388,16.64,11.30%,0.0013,1.88032,0.019187584
4389,10.13,38.77%,0.0052,3.927401,0.0322535148
4390,12.18,20.49%,0.0021,2.495682,0.0203370678
4391,1.36,8.35%,0.003,0.11356,0.00373932
4392,9.81,31.47%,0.0069,3.087207,0.0463872717
4393,0.47,5.72%,0.0003,0.026884,0.0001329348
4394,8.89,19.48%,0.0031,1.731772,0.0221905068
4395,17.55,33.95%,0.0001,5.958225,0.0011591775
4396,19.29,23.21%,0.0063,4.477209,0.0933205833
4397,16.84,24.92%,0.0087,4.196528,0.1099982064
4398,17.4,15.37%,0.0066,2.67438,0.097189092
4399,1.75,13.33%,0.0057,0.233275,0.0086453325
4400,24.3,39.44%,0.0014,9.58392,0.020602512
4401,9.41,20.72%,0.0014,1.949752,0.0104443472
4402,20.56,32.48%,0.0024,6.677888,0.0333170688
4403,24.54,0.10%,0.0015,0.02454,0.03677319
4404,20.96,36.58%,0.0002,7.667168,0.0026585664
4405,12.85,37.22%,0.0011,4.78277,0.008873953
4406,17.79,24.62%,0.0006,4.379898,0.0080460612
4407,6.91,5.55%,0.0054,0.383505,0.035243073
4408,17.85,27.07%,0.0094,4.831995,0.122369247
4409,6.07,19.92%,0.0081,1.209144,0.0393729336
4410,3.45,12.16%,0.0082,0.41952,0.024849936
4411,0.34,27.88%,0.007,0.094792,0.001716456
4412,17.48,8.12%,0.0072,1.419376,0.1156364928
4413,9.12,16.61%,0.0007,1.514832,0.0053236176
4414,13.31,35.13%,0.007,4.675803,0.060439379
4415,19.28,32.12%,0.0052,6.192736,0.0680537728
4416,8.42,23.27%,0.0014,1.959334,0.0090449324
4417,7.8,32.55%,0.0089,2.5389,0.04682379
4418,13.91,25.29%,0.0035,3.517839,0.0363725635
4419,1.46,32.24%,0.0031,0.470704,0.0030668176
4420,20.73,26.69%,0.0067,5.532837,0.1018209921
4421,18.22,8.69%,0.0052,1.583318,0.0865107464
4422,16.96,12.39%,0.0062,2.101344,0.0921236672
4423,17.64,15.30%,0.0064,2.69892,0.095622912
4424,13.4,11.68%,0.0055,1.56512,0.06509184
4425,1.92,6.50%,0.0038,0.1248,0.00682176
4426,6.68,24.00%,0.0036,1.6032,0.01827648
4427,18.04,18.48%,0.0033,3.333792,0.0485304864
4428,21.92,34.64%,0.0054,7.593088,0.0773653248
4429,14.02,32.65%,0.0088,4.57753,0.083093736
4430,22.47,28.76%,0.006,6.462372,0.096045768
4431,1.98,2.15%,0.0059,0.04257,0.011430837
4432,11.87,5.54%,0.006,0.657598,0.067274412
4433,9.07,7.88%,0.0016,0.714716,0.0133684544
4434,11.37,21.55%,0.004,2.450235,0.03567906
4435,6.35,32.97%,0.0082,2.093595,0.034902521
4436,17.15,27.95%,0.0057,4.793425,0.0704324775
4437,19.48,14.80%,0.008,2.88304,0.13277568
4438,17,1.74%,0.0006,0.2958,0.01002252
4439,12.9,24.75%,0.0091,3.19275,0.088335975
4440,15.57,3.16%,0.0057,0.492012,0.0859445316
4441,16.73,0.97%,0.0088,0.162281,0.1457959272
4442,15.92,29.10%,0.0016,4.63272,0.018059648
4443,4.32,8.60%,0.0077,0.37152,0.030403296
4444,8.21,28.09%,0.0005,2.306189,0.0029519055
4445,19.74,4.13%,0.0097,0.815262,0.1835699586
4446,0.12,35.69%,0.0011,0.042828,8.48892E-05
4447,11.4,24.26%,0.0098,2.76564,0.084616728
4448,1.12,34.77%,0.0093,0.389424,0.0067943568
4449,15.87,10.85%,0.0055,1.721895,0.0778145775
4450,0.27,35.96%,0.0074,0.097092,0.0012795192
4451,24.71,6.43%,0.0077,1.588853,0.1780328319
4452,23.5,36.23%,0.0076,8.51405,0.11389322
4453,24.57,13.44%,0.0072,3.302208,0.1531281024
4454,22.54,4.96%,0.0042,1.117984,0.0899724672
4455,23.75,31.00%,0.0011,7.3625,0.01802625
4456,24.69,12.97%,0.0036,3.202293,0.0773557452
4457,24.07,17.11%,0.0093,4.118377,0.1855500939
4458,24.43,29.94%,0.0049,7.314342,0.0838667242
4459,21.42,39.95%,0.0049,8.55729,0.063027279
4460,18.74,1.57%,0.0097,0.294218,0.1789240854
4461,7.01,12.94%,0.0074,0.907094,0.0451615044
4462,5.95,0.90%,0.0049,0.05355,0.028892605
4463,4.13,6.34%,0.0017,0.261842,0.0065758686
4464,23.97,29.16%,0.0077,6.989652,0.1307486796
4465,8.31,19.58%,0.0009,1.627098,0.0060146118
4466,22.53,7.45%,0.0069,1.678485,0.1438754535
4467,12.44,24.53%,0.0022,3.051532,0.0206546296
4468,13.13,37.52%,0.0044,4.926376,0.0360959456
4469,14.56,9.96%,0.0019,1.450176,0.0249086656
4470,1.04,3.53%,0.0052,0.036712,0.0052170976
4471,6.57,10.03%,0.0084,0.658971,0.0496526436
4472,18.78,0.29%,0.0049,0.054462,0.0917551362
4473,16.86,25.18%,0.0054,4.245348,0.0681191208
4474,7.02,3.79%,0.0065,0.266058,0.043900623
4475,18.44,29.38%,0.003,5.417672,0.039066984
4476,24.88,16.86%,0.007,4.194768,0.144796624
4477,11.98,11.96%,0.0046,1.432808,0.0485170832
4478,5.72,16.79%,0.0044,0.960388,0.0209422928
4479,5.26,22.39%,0.0063,1.177714,0.0257184018
4480,4.94,19.03%,0.002,0.940082,0.007999836
4481,20.03,17.78%,0.0048,3.561334,0.0790495968
4482,19.17,8.35%,0.005,1.600695,0.087846525
4483,14.44,3.17%,0.0049,0.457748,0.0685130348
4484,5.53,29.47%,0.0011,1.629691,0.0042903399
4485,19.64,14.51%,0.0029,2.849764,0.0486916844
4486,3.96,24.31%,0.0028,0.962676,0.0083925072
4487,7.24,7.13%,0.0016,0.516212,0.0107580608
4488,16.06,8.70%,0.0072,1.39722,0.105572016
4489,5.29,34.04%,0.0015,1.800716,0.005233926
4490,12.9,31.41%,0.003,4.05189,0.02654433
4491,4.09,3.94%,0.0056,0.161146,0.0220015824
4492,11.07,15.45%,0.0015,1.710315,0.0140395275
4493,10.28,16.11%,0.0013,1.656108,0.0112110596
4494,23.37,5.67%,0.0029,1.325079,0.0639302709
4495,10.36,11.88%,0.0002,1.230768,0.0018258464
4496,10.09,35.95%,0.0017,3.627355,0.0109864965
4497,24.78,13.87%,0.0056,3.436986,0.1195208784
4498,20.46,2.81%,0.0012,0.574926,0.0238620888
4499,23.18,32.93%,0.0028,7.633174,0.0435311128
4500,5.81,36.65%,0.0025,2.129365,0.0092015875
4501,12.35,2.68%,0.0003,0.33098,0.003605706
4502,5.34,38.50%,0.0091,2.0559,0.02988531
4503,16.71,0.68%,0.0089,0.113628,0.1477077108
4504,0.1,5.16%,0.0032,0.00516,0.000303488
4505,15.42,2.02%,0.0049,0.311484,0.0740317284
4506,18.03,12.52%,0.0084,2.257356,0.1324902096
4507,0.46,30.76%,0.0041,0.141496,0.0013058664
4508,8.07,38.79%,0.0073,3.130353,0.0360594231
4509,19.05,15.27%,0.0071,2.908935,0.1146015615
4510,1.08,38.87%,0.008,0.419796,0.005281632
4511,1.47,21.06%,0.0035,0.309582,0.004061463
4512,5.88,34.35%,0.0053,2.01978,0.020459166
4513,21.34,8.85%,0.0009,1.88859,0.017506269
4514,18.42,8.00%,0.0003,1.4736,0.00508392
4515,18,26.79%,0.0014,4.8222,0.01844892
4516,5.31,6.84%,0.0068,0.363204,0.0336382128
4517,22.14,27.14%,0.0052,6.008796,0.0838822608
4518,22.87,8.22%,0.0089,1.879914,0.1868117654
4519,10.95,14.24%,0.0087,1.55928,0.081699264
4520,7.19,3.20%,0.0091,0.23008,0.063335272
4521,22.73,30.69%,0.0086,6.975837,0.1354858018
4522,5.28,36.81%,0.0042,1.943568,0.0140130144
4523,22.71,27.68%,0.0098,6.286128,0.1609539456
4524,0.03,25.67%,0.0051,0.007701,0.0001137249
4525,21.84,39.67%,0.0075,8.663928,0.09882054
4526,12.34,6.85%,0.0092,0.84529,0.105751332
4527,4.89,1.38%,0.0028,0.067482,0.0135030504
4528,4.25,22.90%,0.01,0.97325,0.0327675
4529,11.74,3.77%,0.0019,0.442598,0.0214650638
4530,18.67,10.01%,0.0075,1.868867,0.1260084975
4531,7.17,31.92%,0.0065,2.288664,0.031728684
4532,24.98,21.82%,0.0064,5.450636,0.1249879296
4533,13.25,36.02%,0.0044,4.77265,0.03730034
4534,0.22,14.87%,0.0045,0.032714,0.000842787
4535,10.52,33.98%,0.0046,3.574696,0.0319483984
4536,17.28,34.47%,0.0069,5.956416,0.0781327296
4537,11.98,10.90%,0.0028,1.30582,0.029887704
4538,4.31,26.05%,0.0031,1.122755,0.0098804595
4539,10.79,19.65%,0.0091,2.120235,0.0788948615
4540,2.28,12.05%,0.0076,0.27474,0.015239976
4541,12.44,14.45%,0.003,1.79758,0.03192726
4542,5.32,6.18%,0.007,0.328776,0.034938568
4543,3.28,5.10%,0.0029,0.16728,0.009026888
4544,4.04,22.26%,0.0012,0.899304,0.0037688352
4545,1.26,36.93%,0.0079,0.465318,0.0062779878
4546,11.98,8.44%,0.0083,1.011112,0.0910417704
4547,20.27,23.61%,0.0032,4.785747,0.0495496096
4548,0.32,24.95%,0.0009,0.07984,0.000216144
4549,6.08,15.83%,0.0042,0.962464,0.0214936512
4550,10.79,4.85%,0.0048,0.523315,0.049280088
4551,11.67,6.41%,0.0042,0.748047,0.0458722026
4552,21.13,21.62%,0.0027,4.568306,0.0447165738
4553,21.47,30.12%,0.0022,6.466764,0.0330071192
4554,20.81,33.55%,0.0035,6.981755,0.0483988575
4555,17.95,17.78%,0.0008,3.19151,0.011806792
4556,12.25,18.21%,0.0028,2.230725,0.02805397
4557,2.03,6.88%,0.002,0.139664,0.003780672
4558,15.67,33.49%,0.0001,5.247883,0.0010422117
4559,19.78,25.92%,0.0065,5.126976,0.095244656
4560,1.85,28.48%,0.0092,0.52688,0.012172704
4561,9.03,7.99%,0.0098,0.721497,0.0814233294
4562,0.88,0.77%,0.0047,0.006776,0.0041041528
4563,15.59,8.32%,0.0098,1.297088,0.1400705376
4564,8.77,20.26%,0.0077,1.776802,0.0538476246
4565,12.06,15.28%,0.0037,1.842768,0.0378037584
4566,5.72,29.60%,0.0024,1.69312,0.009664512
4567,11.85,34.65%,0.0059,4.106025,0.0456894525
4568,3.51,16.76%,0.0037,0.588276,0.0108103788
4569,19.94,15.54%,0.0076,3.098676,0.1279940624
4570,24.57,17.73%,0.0045,4.356261,0.0909618255
4571,13.72,15.68%,0.0064,2.151296,0.0740397056
4572,16.71,12.93%,0.0007,2.160603,0.0101845779
4573,2.12,31.37%,0.0021,0.665044,0.0030554076
4574,9.19,37.66%,0.0073,3.460954,0.0418220358
4575,1.83,2.03%,0.0015,0.037149,0.0026892765
4576,16.96,23.40%,0.0014,3.96864,0.018187904
4577,0.16,2.77%,0.0008,0.004432,0.0001244544
4578,7.26,23.23%,0.0019,1.686498,0.0105896538
4579,7.5,1.51%,0.0092,0.11325,0.0679581
4580,11.36,14.82%,0.0073,1.683552,0.0706380704
4581,15.72,25.99%,0.0086,4.085628,0.1000555992
4582,9.89,29.68%,0.0019,2.935352,0.0132138312
4583,4.8,11.81%,0.0048,0.56688,0.020318976
4584,7.93,29.58%,0.0005,2.345694,0.002792153
4585,9.94,19.82%,0.0082,1.970108,0.0653531144
4586,3.46,1.85%,0.006,0.06401,0.02037594
4587,15.84,8.51%,0.0032,1.347984,0.0463744512
4588,24.02,21.29%,0.0021,5.113858,0.0397028982
4589,13.01,31.92%,0.0094,4.152792,0.0832577552
4590,2.24,21.70%,0.0029,0.48608,0.005086368
4591,14.87,7.50%,0.0097,1.11525,0.133421075
4592,18.03,25.63%,0.0022,4.621089,0.0294996042
4593,1.42,29.97%,0.0096,0.425574,0.0095464896
4594,0.48,11.94%,0.0042,0.057312,0.0017752896
4595,17.7,0.21%,0.0092,0.03717,0.162498036
4596,6.48,0.03%,0.0003,0.001944,0.0019434168
4597,18.45,38.18%,0.0037,7.04421,0.042201423
4598,4.84,3.50%,0.0016,0.1694,0.00747296
4599,24.03,24.96%,0.0033,5.997888,0.0595059696
4600,24.24,0.67%,0.0071,0.162408,0.1709509032
4601,14.03,9.43%,0.0098,1.323029,0.1245283158
4602,6.31,32.20%,0.0072,2.03182,0.030802896
4603,15.45,19.94%,0.0067,3.08073,0.082874109
4604,2.01,22.03%,0.0005,0.442803,0.0007835985
4605,4.26,38.54%,0.009,1.641804,0.023563764
4606,6.03,15.40%,0.0077,0.92862,0.039280626
4607,20.8,11.37%,0.0074,2.36496,0.136419296
4608,0.36,29.03%,0.0096,0.104508,0.0024527232
4609,7.13,8.49%,0.0058,0.605337,0.0378430454
4610,1.75,2.12%,0.0052,0.0371,0.00890708
4611,21.86,34.56%,0.0091,7.554816,0.1301771744
4612,13.5,22.01%,0.0098,2.97135,0.10318077
4613,19.03,9.01%,0.0084,1.714603,0.1454493348
4614,0.48,32.31%,0.0036,0.155088,0.0011696832
4615,2.9,24.68%,0.0047,0.71572,0.010266116
4616,3.68,27.81%,0.0076,1.023408,0.0201900992
4617,2.99,9.05%,0.0091,0.270595,0.0247465855
4618,17.72,16.05%,0.0086,2.84406,0.127933084
4619,8.36,24.06%,0.002,2.011416,0.012697168
4620,18.67,6.60%,0.0005,1.23222,0.00871889
4621,10,23.88%,0.0015,2.388,0.011418
4622,0.28,6.17%,0.0062,0.017276,0.0016288888
4623,19.5,28.05%,0.0088,5.46975,0.1234662
4624,10.15,3.15%,0.002,0.319725,0.01966055
4625,2.13,32.96%,0.004,0.702048,0.005711808
4626,0.19,10.42%,0.0059,0.019798,0.0010041918
4627,6.68,33.94%,0.0091,2.267192,0.0401565528
4628,24.25,26.41%,0.006,6.404425,0.10707345
4629,23.28,32.94%,0.0027,7.668432,0.0421512336
4630,18.59,21.53%,0.0083,4.002427,0.1210768559
4631,17.65,0.35%,0.008,0.061775,0.1407058
4632,11.25,17.76%,0.0087,1.998,0.0804924
4633,20.76,12.40%,0.0091,2.57424,0.165490416
4634,3.17,39.35%,0.0018,1.247395,0.003460689
4635,18.75,1.22%,0.003,0.22875,0.05556375
4636,7.12,0.49%,0.0092,0.034888,0.0651830304
4637,1.69,22.50%,0.0026,0.38025,0.00340535
4638,20.96,22.26%,0.006,4.665696,0.097765824
4639,11.19,30.51%,0.0095,3.414069,0.0738713445
4640,11.44,17.34%,0.0015,1.983696,0.014184456
4641,16.49,26.70%,0.0027,4.40283,0.032635359
4642,9.58,33.28%,0.0059,3.188224,0.0377114784
4643,14.08,32.55%,0.0028,4.58304,0.026591488
4644,23.6,31.29%,0.0058,7.38444,0.094050248
4645,11.15,19.68%,0.0067,2.19432,0.060003056
4646,0.53,5.24%,0.0046,0.027772,0.0023102488
4647,17.78,1.71%,0.0056,0.304038,0.0978653872
4648,2.4,7.20%,0.0089,0.1728,0.01982208
4649,2.33,8.89%,0.0024,0.207137,0.0050948712
4650,19.44,30.74%,0.0036,5.975856,0.0484709184
4651,20.35,9.54%,0.005,1.94139,0.09204305
4652,19.86,19.84%,0.0076,3.940224,0.1209902976
4653,15.2,3.68%,0.0067,0.55936,0.098092288
4654,24.47,4.52%,0.001,1.106044,0.023363956
4655,14.37,36.62%,0.0084,5.262294,0.0765047304
4656,19.98,16.14%,0.0048,3.224772,0.0804250944
4657,18.35,31.87%,0.0095,5.848145,0.1187676225
4658,1.86,36.22%,0.0074,0.673692,0.0087786792
4659,21.36,35.93%,0.0061,7.674648,0.0834806472
4660,0.96,35.30%,0.0092,0.33888,0.005714304
4661,17.99,12.36%,0.0055,2.223564,0.086715398
4662,23.77,31.81%,0.0002,7.561237,0.0032417526
4663,5.98,22.09%,0.0052,1.320982,0.0242268936
4664,12.62,36.16%,0.0087,4.563392,0.0700924896
4665,16.17,27.39%,0.0024,4.428963,0.0281784888
4666,1.69,25.04%,0.0046,0.423176,0.0058273904
4667,15.71,8.23%,0.0036,1.292933,0.0519014412
4668,21.85,22.00%,0.0032,4.807,0.0545376
4669,4.25,14.71%,0.0074,0.625175,0.026823705
4670,6.14,34.06%,0.0094,2.091284,0.0380579304
4671,9.95,24.67%,0.0072,2.454665,0.053966412
4672,8.97,10.86%,0.0069,0.974142,0.0551714202
4673,3.93,3.02%,0.0069,0.118686,0.0262980666
4674,0.21,28.31%,0.0033,0.059451,0.0004968117
4675,19.51,15.72%,0.0024,3.066972,0.0394632672
4676,4.08,29.60%,0.0055,1.20768,0.01579776
4677,21.91,21.23%,0.0019,4.651493,0.0327911633
4678,7.98,6.66%,0.0067,0.531468,0.0499051644
4679,15.47,34.70%,0.0028,5.36809,0.028285348
4680,9.53,4.18%,0.0037,0.398354,0.0337870902
4681,18.89,0.47%,0.0053,0.088783,0.0996464501
4682,0.76,27.32%,0.0067,0.207632,0.0037008656
4683,2.8,27.45%,0.0041,0.7686,0.00832874
4684,10.08,5.24%,0.0053,0.528192,0.0506245824
4685,16.39,21.60%,0.0046,3.54024,0.059108896
4686,10.47,14.23%,0.002,1.489881,0.017960238
4687,15.2,6.03%,0.0087,0.91656,0.124265928
4688,11.51,35.39%,0.0017,4.073389,0.0126422387
4689,18.46,12.44%,0.009,2.296424,0.145472184
4690,20.07,35.32%,0.0064,7.088724,0.0830801664
4691,5.21,9.11%,0.0028,0.474631,0.0132590332
4692,2.59,8.51%,0.005,0.220409,0.011847955
4693,11.19,30.08%,0.0007,3.365952,0.0054768336
4694,19.77,14.40%,0.0003,2.84688,0.005076936
4695,23.94,9.79%,0.0091,2.343726,0.1965260934
4696,16.21,8.97%,0.002,1.454037,0.029511926
4697,16.48,25.16%,0.005,4.146368,0.06166816
4698,7.71,9.73%,0.008,0.750183,0.055678536
4699,17.48,19.94%,0.0001,3.485512,0.0013994488
4700,14.14,29.23%,0.004,4.133122,0.040027512
4701,11.09,8.01%,0.0078,0.888309,0.0795731898
4702,7.53,8.56%,0.003,0.644568,0.020656296
4703,15.01,15.22%,0.0026,2.284522,0.0330862428
4704,3.49,35.71%,0.0059,1.246279,0.0132379539
4705,18.2,13.90%,0.0097,2.5298,0.15200094
4706,9.08,7.64%,0.0058,0.693712,0.0486404704
4707,19.04,38.26%,0.0043,7.284704,0.0505477728
4708,7.91,1.80%,0.001,0.14238,0.00776762
4709,10.87,7.54%,0.0056,0.819598,0.0562822512
4710,1.88,32.91%,0.0017,0.618708,0.0021441964
4711,4.36,7.00%,0.0008,0.3052,0.00324384
4712,3.14,30.28%,0.0079,0.950792,0.0172947432
4713,1.98,34.39%,0.0041,0.680922,0.0053262198
4714,18.77,19.00%,0.0004,3.5663,0.00608148
4715,6.2,15.70%,0.0039,0.9734,0.02038374
4716,5.99,22.75%,0.0095,1.362725,0.0439591125
4717,18.48,6.19%,0.0099,1.143912,0.1716272712
4718,8.43,1.97%,0.0017,0.166071,0.0140486793
4719,15.05,16.12%,0.0036,2.42606,0.045446184
4720,21.69,18.25%,0.0069,3.958425,0.1223478675
4721,6.06,19.60%,0.0052,1.18776,0.025335648
4722,24.37,1.23%,0.0056,0.299751,0.1347933944
4723,6.4,14.39%,0.0041,0.92096,0.022464064
4724,13.24,36.87%,0.0044,4.881588,0.0367770128
4725,2.2,29.46%,0.0017,0.64812,0.002638196
4726,13.85,7.85%,0.0043,1.087225,0.0548799325
4727,21.91,23.25%,0.0046,5.094075,0.077353255
4728,1.78,5.21%,0.0081,0.092738,0.0136668222
4729,12.99,25.15%,0.0015,3.266985,0.0145845225
4730,21.52,18.66%,0.0033,4.015632,0.0577644144
4731,3.42,23.06%,0.0015,0.788652,0.003947022
4732,21.38,27.63%,0.0049,5.907294,0.0758162594
4733,2.58,25.32%,0.0044,0.653256,0.0084776736
4734,4.88,39.06%,0.0094,1.906128,0.0279543968
4735,9.4,37.01%,0.0031,3.47894,0.018355286
4736,24.7,5.48%,0.0034,1.35356,0.079377896
4737,13.22,37.82%,0.0086,4.999804,0.0706936856
4738,17.08,21.50%,0.0061,3.6722,0.08178758
4739,13.9,0.58%,0.0056,0.08062,0.077388528
4740,11,7.38%,0.0094,0.8118,0.09576908
4741,9.88,20.93%,0.0005,2.067884,0.003906058
4742,10.7,0.59%,0.0083,0.06313,0.088286021
4743,20.93,28.75%,0.001,6.017375,0.014912625
4744,23.37,39.85%,0.0022,9.312945,0.030925521
4745,9.2,31.41%,0.0077,2.88972,0.048589156
4746,8.2,8.80%,0.0081,0.7216,0.06057504
4747,23.65,15.30%,0.0033,3.61845,0.066104115
4748,23.52,18.88%,0.0026,4.440576,0.0496065024
4749,10.55,24.90%,0.0021,2.62695,0.016638405
4750,5.54,14.17%,0.009,0.785018,0.042794838
4751,0.46,17.60%,0.0061,0.08096,0.002312144
4752,20.1,34.53%,0.002,6.94053,0.02631894
4753,21.1,2.05%,0.0098,0.43255,0.20254101
4754,12.61,1.65%,0.0076,0.208065,0.094254706
4755,17.77,14.90%,0.0073,2.64773,0.110392571
4756,9.03,0.92%,0.0077,0.083076,0.0688913148
4757,8.49,6.02%,0.0058,0.511098,0.0462776316
4758,9.58,8.49%,0.0096,0.813342,0.0841599168
4759,7.3,18.11%,0.0034,1.32203,0.020325098
4760,23.08,20.99%,0.0058,4.844492,0.1057659464
4761,4.76,4.31%,0.0072,0.205156,0.0327948768
4762,20.73,7.21%,0.0054,1.494633,0.1038709818
4763,18.85,2.71%,0.0024,0.510835,0.044013996
4764,22.85,12.84%,0.0093,2.93394,0.185219358
4765,3.75,39.65%,0.0029,1.486875,0.0065630625
4766,21.1,27.36%,0.0087,5.77296,0.133345248
4767,21.15,29.12%,0.0095,6.15888,0.14241564
4768,0.15,27.81%,0.0041,0.041715,0.0004439685
4769,0.41,21.82%,0.0082,0.089462,0.0026284116
4770,8.81,14.36%,0.0086,1.265116,0.0648860024
4771,6.05,13.84%,0.0021,0.83732,0.010946628
4772,14.25,17.00%,0.0006,2.4225,0.0070965
4773,22.2,39.96%,0.0091,8.87112,0.121292808
4774,9.72,4.01%,0.0093,0.389772,0.0867711204
4775,13.11,35.45%,0.0082,4.647495,0.069392541
4776,8.17,25.86%,0.0058,2.112762,0.0351319804
4777,10.23,5.72%,0.0016,0.585156,0.0154317504
4778,0.21,12.33%,0.0068,0.025893,0.0012519276
4779,7.53,30.64%,0.0056,2.307192,0.0292477248
4780,3.72,36.16%,0.0064,1.345152,0.0151990272
4781,19.98,25.66%,0.0043,5.126868,0.0638684676
4782,1.19,14.91%,0.0074,0.177429,0.0074930254
4783,0.8,13.41%,0.0057,0.10728,0.003948504
4784,12.31,34.23%,0.0003,4.213713,0.0024288861
4785,17.77,28.46%,0.0025,5.057342,0.031781645
4786,5.24,32.27%,0.009,1.690948,0.031941468
4787,4.91,14.13%,0.0034,0.693783,0.0143351378
4788,9.86,34.03%,0.005,3.355358,0.03252321
4789,15.67,32.14%,0.0014,5.036338,0.0148871268
4790,21.47,37.93%,0.0043,8.143571,0.0573036447
4791,20.67,9.58%,0.0091,1.980186,0.1700773074
4792,22.12,27.88%,0.0004,6.167056,0.0063811776
4793,21.62,6.14%,0.005,1.327468,0.10146266
4794,0.76,29.03%,0.0068,0.220628,0.0036677296
4795,20.17,14.96%,0.003,3.017432,0.051457704
4796,21.06,13.27%,0.0085,2.794662,0.155255373
4797,3.84,30.66%,0.0024,1.177344,0.0063903744
4798,1.5,19.28%,0.0045,0.2892,0.0054486
4799,15.06,31.29%,0.0017,4.712274,0.0175911342
4800,8.01,15.65%,0.0075,1.253565,0.0506732625
4801,1.44,22.53%,0.0021,0.324432,0.0023426928
4802,3.67,28.17%,0.0067,1.033839,0.0176622787
4803,12.76,25.95%,0.0094,3.31122,0.088818532
4804,7.89,9.27%,0.0041,0.731403,0.0293502477
4805,21.68,24.02%,0.0053,5.207536,0.0873040592
